document_id,clean_text,sentiment
88,"The Mina Lima designs are absolutely stunning! This book is by far my absolute favorite! The artwork and the attention to detail, and all of the graphic design throughout this book is amazing! From the exterior cover to all of the small little details inside this is definitely want to have your collection",positive
89,"Gorgeous book with high quality, vibrantly printed pages and fun pop-out elements for an immersive experience. I've been waiting almost a year for this to come out and it did not disappoint!! I collect Harry Potter books, and I’m proud to add this to my library ❤️",positive
90,"Like the first two, this book is wonderfully done. I love that, in addition to the interactive inserts, each page has at least ornamental decorations, and most pages even have a painting on it. Also the pages are not stark white, but have a little bit of an aged feeling to them. I find all the books very pleasing in their presentation to the reader.",positive
91,"I've been impatiently waiting for the release of this book and it's well worth the wait! Every page is so beautiful whether it's small edge details on a page, a full page illustration, or one of multiple pop-up pages. it's hard to pick a favorite part but the casting of the patronus by the lake is possibly my favorite page so far closely followed the boggart in the wardrobe.",positive
92,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
93,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
94,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
95,I always look forward to these books coming out and was so happy to get mine right on time with my pre-order. The illustrations and features throughout the book are so amazing! I buy these books for myself because I love HP - but these versions definitely take your reading experience to a new level and I am excited to read these with my kids so they can enjoy all the fun illustrations and pop ups while we read.,positive
96,"The Mina Lima designs are absolutely stunning! This book is by far my absolute favorite! The artwork and the attention to detail, and all of the graphic design throughout this book is amazing! From the exterior cover to all of the small little details inside this is definitely want to have your collection",positive
97,"Gorgeous book with high quality, vibrantly printed pages and fun pop-out elements for an immersive experience. I've been waiting almost a year for this to come out and it did not disappoint!! I collect Harry Potter books, and I’m proud to add this to my library ❤️",positive
98,"Like the first two, this book is wonderfully done. I love that, in addition to the interactive inserts, each page has at least ornamental decorations, and most pages even have a painting on it. Also the pages are not stark white, but have a little bit of an aged feeling to them. I find all the books very pleasing in their presentation to the reader.",positive
99,"I've been impatiently waiting for the release of this book and it's well worth the wait! Every page is so beautiful whether it's small edge details on a page, a full page illustration, or one of multiple pop-up pages. it's hard to pick a favorite part but the casting of the patronus by the lake is possibly my favorite page so far closely followed the boggart in the wardrobe.",positive
100,"As other reviews have stated, how this is shipped is an issue. The book is shrink wrapped in plastic and then placed in a box with brown packing paper, which does not provide any protection for the corners of the book since the book is able to slide around in the box. That being said, the damage is minimal. Looks more like it's slightly worn outside of the one crinkled corner. The inside of the book is stunningly beautiful: no complaints about it at all.",Neutral
101,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
102,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
103,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
104,I always look forward to these books coming out and was so happy to get mine right on time with my pre-order. The illustrations and features throughout the book are so amazing! I buy these books for myself because I love HP - but these versions definitely take your reading experience to a new level and I am excited to read these with my kids so they can enjoy all the fun illustrations and pop ups while we read.,positive
105,"The Mina Lima designs are absolutely stunning! This book is by far my absolute favorite! The artwork and the attention to detail, and all of the graphic design throughout this book is amazing! From the exterior cover to all of the small little details inside this is definitely want to have your collection",positive
106,"Gorgeous book with high quality, vibrantly printed pages and fun pop-out elements for an immersive experience. I've been waiting almost a year for this to come out and it did not disappoint!! I collect Harry Potter books, and I’m proud to add this to my library ❤️",positive
107,"Like the first two, this book is wonderfully done. I love that, in addition to the interactive inserts, each page has at least ornamental decorations, and most pages even have a painting on it. Also the pages are not stark white, but have a little bit of an aged feeling to them. I find all the books very pleasing in their presentation to the reader.",positive
108,"I've been impatiently waiting for the release of this book and it's well worth the wait! Every page is so beautiful whether it's small edge details on a page, a full page illustration, or one of multiple pop-up pages. it's hard to pick a favorite part but the casting of the patronus by the lake is possibly my favorite page so far closely followed the boggart in the wardrobe.",positive
109,"As other reviews have stated, how this is shipped is an issue. The book is shrink wrapped in plastic and then placed in a box with brown packing paper, which does not provide any protection for the corners of the book since the book is able to slide around in the box. That being said, the damage is minimal. Looks more like it's slightly worn outside of the one crinkled corner. The inside of the book is stunningly beautiful: no complaints about it at all.",Neutral
110,"This is the 3rd one I've bought in the series and they do not disappoint.  The illustrations and pop ups are so adorable, it's making reading them for the 2nd time even more exciting….if you are on the fence about getting these books, you WILL LOVE THEM!",positive
111,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
112,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
113,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
114,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
115,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
116,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
117,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
118,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
119,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
120,I always look forward to these books coming out and was so happy to get mine right on time with my pre-order. The illustrations and features throughout the book are so amazing! I buy these books for myself because I love HP - but these versions definitely take your reading experience to a new level and I am excited to read these with my kids so they can enjoy all the fun illustrations and pop ups while we read.,positive
121,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
122,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
123,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
124,I always look forward to these books coming out and was so happy to get mine right on time with my pre-order. The illustrations and features throughout the book are so amazing! I buy these books for myself because I love HP - but these versions definitely take your reading experience to a new level and I am excited to read these with my kids so they can enjoy all the fun illustrations and pop ups while we read.,positive
125,"The Mina Lima designs are absolutely stunning! This book is by far my absolute favorite! The artwork and the attention to detail, and all of the graphic design throughout this book is amazing! From the exterior cover to all of the small little details inside this is definitely want to have your collection",positive
126,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
127,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
128,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
129,I always look forward to these books coming out and was so happy to get mine right on time with my pre-order. The illustrations and features throughout the book are so amazing! I buy these books for myself because I love HP - but these versions definitely take your reading experience to a new level and I am excited to read these with my kids so they can enjoy all the fun illustrations and pop ups while we read.,positive
130,"The Mina Lima designs are absolutely stunning! This book is by far my absolute favorite! The artwork and the attention to detail, and all of the graphic design throughout this book is amazing! From the exterior cover to all of the small little details inside this is definitely want to have your collection",positive
131,"Gorgeous book with high quality, vibrantly printed pages and fun pop-out elements for an immersive experience. I've been waiting almost a year for this to come out and it did not disappoint!! I collect Harry Potter books, and I’m proud to add this to my library ❤️",positive
132,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
133,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
134,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
135,I always look forward to these books coming out and was so happy to get mine right on time with my pre-order. The illustrations and features throughout the book are so amazing! I buy these books for myself because I love HP - but these versions definitely take your reading experience to a new level and I am excited to read these with my kids so they can enjoy all the fun illustrations and pop ups while we read.,positive
136,"The Mina Lima designs are absolutely stunning! This book is by far my absolute favorite! The artwork and the attention to detail, and all of the graphic design throughout this book is amazing! From the exterior cover to all of the small little details inside this is definitely want to have your collection",positive
137,"Gorgeous book with high quality, vibrantly printed pages and fun pop-out elements for an immersive experience. I've been waiting almost a year for this to come out and it did not disappoint!! I collect Harry Potter books, and I’m proud to add this to my library ❤️",positive
138,"Like the first two, this book is wonderfully done. I love that, in addition to the interactive inserts, each page has at least ornamental decorations, and most pages even have a painting on it. Also the pages are not stark white, but have a little bit of an aged feeling to them. I find all the books very pleasing in their presentation to the reader.",positive
139,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
140,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
141,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
142,I always look forward to these books coming out and was so happy to get mine right on time with my pre-order. The illustrations and features throughout the book are so amazing! I buy these books for myself because I love HP - but these versions definitely take your reading experience to a new level and I am excited to read these with my kids so they can enjoy all the fun illustrations and pop ups while we read.,positive
143,"The Mina Lima designs are absolutely stunning! This book is by far my absolute favorite! The artwork and the attention to detail, and all of the graphic design throughout this book is amazing! From the exterior cover to all of the small little details inside this is definitely want to have your collection",positive
144,"Gorgeous book with high quality, vibrantly printed pages and fun pop-out elements for an immersive experience. I've been waiting almost a year for this to come out and it did not disappoint!! I collect Harry Potter books, and I’m proud to add this to my library ❤️",positive
145,"Like the first two, this book is wonderfully done. I love that, in addition to the interactive inserts, each page has at least ornamental decorations, and most pages even have a painting on it. Also the pages are not stark white, but have a little bit of an aged feeling to them. I find all the books very pleasing in their presentation to the reader.",positive
146,"I've been impatiently waiting for the release of this book and it's well worth the wait! Every page is so beautiful whether it's small edge details on a page, a full page illustration, or one of multiple pop-up pages. it's hard to pick a favorite part but the casting of the patronus by the lake is possibly my favorite page so far closely followed the boggart in the wardrobe.",positive
147,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
148,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
149,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
150,I always look forward to these books coming out and was so happy to get mine right on time with my pre-order. The illustrations and features throughout the book are so amazing! I buy these books for myself because I love HP - but these versions definitely take your reading experience to a new level and I am excited to read these with my kids so they can enjoy all the fun illustrations and pop ups while we read.,positive
151,"The Mina Lima designs are absolutely stunning! This book is by far my absolute favorite! The artwork and the attention to detail, and all of the graphic design throughout this book is amazing! From the exterior cover to all of the small little details inside this is definitely want to have your collection",positive
152,"Gorgeous book with high quality, vibrantly printed pages and fun pop-out elements for an immersive experience. I've been waiting almost a year for this to come out and it did not disappoint!! I collect Harry Potter books, and I’m proud to add this to my library ❤️",positive
153,"Like the first two, this book is wonderfully done. I love that, in addition to the interactive inserts, each page has at least ornamental decorations, and most pages even have a painting on it. Also the pages are not stark white, but have a little bit of an aged feeling to them. I find all the books very pleasing in their presentation to the reader.",positive
154,"I've been impatiently waiting for the release of this book and it's well worth the wait! Every page is so beautiful whether it's small edge details on a page, a full page illustration, or one of multiple pop-up pages. it's hard to pick a favorite part but the casting of the patronus by the lake is possibly my favorite page so far closely followed the boggart in the wardrobe.",positive
155,"As other reviews have stated, how this is shipped is an issue. The book is shrink wrapped in plastic and then placed in a box with brown packing paper, which does not provide any protection for the corners of the book since the book is able to slide around in the box. That being said, the damage is minimal. Looks more like it's slightly worn outside of the one crinkled corner. The inside of the book is stunningly beautiful: no complaints about it at all.",Neutral
156,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
157,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
158,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
159,I always look forward to these books coming out and was so happy to get mine right on time with my pre-order. The illustrations and features throughout the book are so amazing! I buy these books for myself because I love HP - but these versions definitely take your reading experience to a new level and I am excited to read these with my kids so they can enjoy all the fun illustrations and pop ups while we read.,positive
160,"The Mina Lima designs are absolutely stunning! This book is by far my absolute favorite! The artwork and the attention to detail, and all of the graphic design throughout this book is amazing! From the exterior cover to all of the small little details inside this is definitely want to have your collection",positive
161,"Gorgeous book with high quality, vibrantly printed pages and fun pop-out elements for an immersive experience. I've been waiting almost a year for this to come out and it did not disappoint!! I collect Harry Potter books, and I’m proud to add this to my library ❤️",positive
162,"Like the first two, this book is wonderfully done. I love that, in addition to the interactive inserts, each page has at least ornamental decorations, and most pages even have a painting on it. Also the pages are not stark white, but have a little bit of an aged feeling to them. I find all the books very pleasing in their presentation to the reader.",positive
163,"I've been impatiently waiting for the release of this book and it's well worth the wait! Every page is so beautiful whether it's small edge details on a page, a full page illustration, or one of multiple pop-up pages. it's hard to pick a favorite part but the casting of the patronus by the lake is possibly my favorite page so far closely followed the boggart in the wardrobe.",positive
164,"As other reviews have stated, how this is shipped is an issue. The book is shrink wrapped in plastic and then placed in a box with brown packing paper, which does not provide any protection for the corners of the book since the book is able to slide around in the box. That being said, the damage is minimal. Looks more like it's slightly worn outside of the one crinkled corner. The inside of the book is stunningly beautiful: no complaints about it at all.",Neutral
165,"This is the 3rd one I've bought in the series and they do not disappoint.  The illustrations and pop ups are so adorable, it's making reading them for the 2nd time even more exciting….if you are on the fence about getting these books, you WILL LOVE THEM!",positive
166,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
167,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
168,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
169,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
170,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
171,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
172,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
173,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
174,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
175,I always look forward to these books coming out and was so happy to get mine right on time with my pre-order. The illustrations and features throughout the book are so amazing! I buy these books for myself because I love HP - but these versions definitely take your reading experience to a new level and I am excited to read these with my kids so they can enjoy all the fun illustrations and pop ups while we read.,positive
176,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
